#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
05:46:18 04.27.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.928141022e+01,
+3.250086957e+08,-9.530754089e+01,
+3.250173913e+08,-8.914810944e+01,
+3.250260870e+08,-9.459510803e+01,
+3.250347826e+08,-9.496705627e+01,
+3.250434783e+08,-9.495432281e+01,
+3.250521739e+08,-9.490538788e+01,
+3.250608696e+08,-8.628439331e+01,
+3.250695652e+08,-9.455724335e+01,
+3.250782609e+08,-9.466609955e+01,
+3.250869565e+08,-8.596808624e+01,
+3.250956522e+08,-9.484047699e+01,
+3.251043478e+08,-9.531332397e+01,
+3.251130435e+08,-9.497433472e+01,
+3.251217391e+08,-7.855081177e+01,
+3.251304348e+08,-9.428336334e+01,
+3.251391304e+08,-9.500273895e+01,
+3.251478261e+08,-8.794744873e+01,
+3.251565217e+08,-9.515991211e+01,
+3.251652174e+08,-9.466738892e+01,
+3.251739130e+08,-9.465592194e+01,
+3.251826087e+08,-9.314019012e+01,
+3.251913043e+08,-9.274868774e+01,
+3.252000000e+08,-9.479734039e+01,
+3.252086957e+08,-8.998476410e+01,
+3.252173913e+08,-9.498294067e+01,
+3.252260870e+08,-9.362001801e+01,
+3.252347826e+08,-9.424031067e+01,
+3.252434783e+08,-8.813158417e+01,
+3.252521739e+08,-9.411547089e+01,
+3.252608696e+08,-9.303519440e+01,
+3.252695652e+08,-8.501935577e+01,
+3.252782609e+08,-8.678473663e+01,
+3.252869565e+08,-9.198669434e+01,
+3.252956522e+08,-8.875833893e+01,
+3.253043478e+08,-9.112473297e+01,
+3.253130435e+08,-9.203765106e+01,
+3.253217391e+08,-9.170990753e+01,
+3.253304348e+08,-9.125113678e+01,
+3.253391304e+08,-8.977220917e+01,
+3.253478261e+08,-9.101834869e+01,
+3.253565217e+08,-9.382468414e+01,
+3.253652174e+08,-8.172071075e+01,
+3.253739130e+08,-9.390805817e+01,
+3.253826087e+08,-9.350524139e+01,
+3.253913043e+08,-9.160186768e+01,
