#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
20:16:12 04.26.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.630445862e+01,
+3.250086957e+08,-9.458929443e+01,
+3.250173913e+08,-8.793287659e+01,
+3.250260870e+08,-9.491127014e+01,
+3.250347826e+08,-9.577899170e+01,
+3.250434783e+08,-9.472801208e+01,
+3.250521739e+08,-9.442263794e+01,
+3.250608696e+08,-9.103672028e+01,
+3.250695652e+08,-9.492923737e+01,
+3.250782609e+08,-9.498754883e+01,
+3.250869565e+08,-8.670326233e+01,
+3.250956522e+08,-9.528607941e+01,
+3.251043478e+08,-9.435127258e+01,
+3.251130435e+08,-9.453713226e+01,
+3.251217391e+08,-8.649567413e+01,
+3.251304348e+08,-9.468798828e+01,
+3.251391304e+08,-9.402869415e+01,
+3.251478261e+08,-8.405714417e+01,
+3.251565217e+08,-9.356213379e+01,
+3.251652174e+08,-9.478152466e+01,
+3.251739130e+08,-9.442189026e+01,
+3.251826087e+08,-8.357129669e+01,
+3.251913043e+08,-9.189140320e+01,
+3.252000000e+08,-9.299133301e+01,
+3.252086957e+08,-8.831358337e+01,
+3.252173913e+08,-9.321553040e+01,
+3.252260870e+08,-9.274269104e+01,
+3.252347826e+08,-9.242591858e+01,
+3.252434783e+08,-8.901339722e+01,
+3.252521739e+08,-9.242215729e+01,
+3.252608696e+08,-9.137102509e+01,
+3.252695652e+08,-8.743324280e+01,
+3.252782609e+08,-8.795784760e+01,
+3.252869565e+08,-9.079087067e+01,
+3.252956522e+08,-9.086159515e+01,
+3.253043478e+08,-8.680432892e+01,
+3.253130435e+08,-9.225989532e+01,
+3.253217391e+08,-8.534883118e+01,
+3.253304348e+08,-9.231126404e+01,
+3.253391304e+08,-8.976427460e+01,
+3.253478261e+08,-9.396882629e+01,
+3.253565217e+08,-9.413068390e+01,
+3.253652174e+08,-8.530274963e+01,
+3.253739130e+08,-9.386848450e+01,
+3.253826087e+08,-9.416032410e+01,
+3.253913043e+08,-9.496559143e+01,
