#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
18:56:08 04.13.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),36.529171,AUTO
Start Frequency,+1.000000000e+06
Stop Frequency,+1.000000000e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+1.000000000e+03,MAN
VBW,+3.000000000e+02,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-2.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+1.000000000e+06,-7.712941742e+01,
+3.171739130e+06,-7.389369965e+01,
+5.343478261e+06,-7.609803772e+01,
+7.515217391e+06,-6.985865784e+01,
+9.686956522e+06,-7.112762451e+01,
+1.185869565e+07,-6.206803513e+01,
+1.403043478e+07,-7.795628357e+01,
+1.620217391e+07,-7.967743683e+01,
+1.837391304e+07,-7.120537567e+01,
+2.054565217e+07,-6.712181091e+01,
+2.271739130e+07,-7.536943817e+01,
+2.488913043e+07,-7.738484192e+01,
+2.706086957e+07,-7.455936432e+01,
+2.923260870e+07,-8.078150940e+01,
+3.140434783e+07,-7.954880524e+01,
+3.357608696e+07,-8.273812103e+01,
+3.574782609e+07,-8.513081360e+01,
+3.791956522e+07,-7.991216278e+01,
+4.009130435e+07,-8.043380737e+01,
+4.226304348e+07,-8.069327545e+01,
+4.443478261e+07,-8.025955200e+01,
+4.660652174e+07,-8.317507172e+01,
+4.877826087e+07,-8.386914825e+01,
+5.095000000e+07,-8.501541138e+01,
+5.312173913e+07,-8.133152771e+01,
+5.529347826e+07,-8.204836273e+01,
+5.746521739e+07,-8.401515198e+01,
+5.963695652e+07,-8.572462463e+01,
+6.180869565e+07,-8.867988586e+01,
+6.398043478e+07,-8.984802246e+01,
+6.615217391e+07,-8.437035370e+01,
+6.832391304e+07,-9.102714539e+01,
+7.049565217e+07,-9.277684021e+01,
+7.266739130e+07,-8.602032471e+01,
+7.483913043e+07,-9.643963623e+01,
+7.701086957e+07,-9.143423462e+01,
+7.918260870e+07,-8.504001617e+01,
+8.135434783e+07,-9.655561829e+01,
+8.352608696e+07,-8.293875885e+01,
+8.569782609e+07,-9.090402985e+01,
+8.786956522e+07,-8.763284302e+01,
+9.004130435e+07,-9.713430023e+01,
+9.221304348e+07,-6.166287994e+01,
+9.438478261e+07,-7.502650452e+01,
+9.655652174e+07,-7.522464752e+01,
+9.872826087e+07,-6.230669022e+01,
+1.009000000e+08,-9.937480927e+01,
+1.030717391e+08,-9.146556091e+01,
+1.052434783e+08,-9.366619873e+01,
+1.074152174e+08,-9.041094208e+01,
+1.095869565e+08,-8.878545380e+01,
+1.117586957e+08,-9.468036652e+01,
+1.139304348e+08,-9.698721313e+01,
+1.161021739e+08,-9.801819611e+01,
+1.182739130e+08,-9.999781799e+01,
+1.204456522e+08,-8.653199768e+01,
+1.226173913e+08,-9.470430756e+01,
+1.247891304e+08,-1.022650604e+02,
+1.269608696e+08,-1.038371201e+02,
+1.291326087e+08,-9.815998840e+01,
+1.313043478e+08,-1.021470795e+02,
+1.334760870e+08,-8.801913452e+01,
+1.356478261e+08,-9.859429932e+01,
+1.378195652e+08,-9.436637878e+01,
+1.399913043e+08,-9.462963867e+01,
+1.421630435e+08,-9.675640106e+01,
+1.443347826e+08,-9.135404968e+01,
+1.465065217e+08,-9.690363312e+01,
+1.486782609e+08,-9.276657104e+01,
