#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
02:22:18 04.01.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.417866516e+01,
+3.250086957e+08,-9.759008026e+01,
+3.250173913e+08,-9.833024597e+01,
+3.250260870e+08,-9.766304016e+01,
+3.250347826e+08,-9.744998169e+01,
+3.250434783e+08,-9.710836792e+01,
+3.250521739e+08,-9.869269562e+01,
+3.250608696e+08,-9.709111786e+01,
+3.250695652e+08,-9.721817780e+01,
+3.250782609e+08,-9.802022552e+01,
+3.250869565e+08,-9.676453400e+01,
+3.250956522e+08,-9.759797668e+01,
+3.251043478e+08,-9.655339050e+01,
+3.251130435e+08,-9.650849915e+01,
+3.251217391e+08,-8.978690338e+01,
+3.251304348e+08,-9.621439362e+01,
+3.251391304e+08,-9.735946655e+01,
+3.251478261e+08,-9.745594788e+01,
+3.251565217e+08,-9.783576965e+01,
+3.251652174e+08,-9.698828125e+01,
+3.251739130e+08,-9.779444122e+01,
+3.251826087e+08,-9.566729736e+01,
+3.251913043e+08,-9.743257904e+01,
+3.252000000e+08,-9.716023254e+01,
+3.252086957e+08,-9.629300690e+01,
+3.252173913e+08,-9.750168610e+01,
+3.252260870e+08,-9.747216034e+01,
+3.252347826e+08,-9.814736938e+01,
+3.252434783e+08,-9.689876556e+01,
+3.252521739e+08,-9.770970917e+01,
+3.252608696e+08,-9.507402802e+01,
+3.252695652e+08,-9.817353058e+01,
+3.252782609e+08,-9.767418671e+01,
+3.252869565e+08,-9.842662811e+01,
+3.252956522e+08,-9.720981598e+01,
+3.253043478e+08,-9.734444427e+01,
+3.253130435e+08,-9.829560089e+01,
+3.253217391e+08,-9.786234283e+01,
+3.253304348e+08,-9.753421783e+01,
+3.253391304e+08,-9.724463654e+01,
+3.253478261e+08,-9.824912262e+01,
+3.253565217e+08,-9.869803619e+01,
+3.253652174e+08,-9.699436951e+01,
+3.253739130e+08,-9.731459808e+01,
+3.253826087e+08,-9.867515564e+01,
+3.253913043e+08,-9.754216766e+01,
