#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
22:07:18 04.01.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.107067871e+01,
+3.250086957e+08,-9.678228760e+01,
+3.250173913e+08,-9.713433838e+01,
+3.250260870e+08,-9.631942749e+01,
+3.250347826e+08,-9.616203308e+01,
+3.250434783e+08,-9.640211487e+01,
+3.250521739e+08,-9.604209900e+01,
+3.250608696e+08,-9.307806396e+01,
+3.250695652e+08,-9.409657288e+01,
+3.250782609e+08,-9.532621002e+01,
+3.250869565e+08,-9.364598846e+01,
+3.250956522e+08,-9.641291809e+01,
+3.251043478e+08,-9.531565094e+01,
+3.251130435e+08,-9.555208588e+01,
+3.251217391e+08,-9.487707520e+01,
+3.251304348e+08,-9.229965210e+01,
+3.251391304e+08,-9.617005157e+01,
+3.251478261e+08,-9.540483093e+01,
+3.251565217e+08,-9.561288452e+01,
+3.251652174e+08,-9.587673950e+01,
+3.251739130e+08,-9.666906738e+01,
+3.251826087e+08,-9.271073914e+01,
+3.251913043e+08,-9.473365784e+01,
+3.252000000e+08,-9.575041199e+01,
+3.252086957e+08,-9.517102051e+01,
+3.252173913e+08,-9.599220276e+01,
+3.252260870e+08,-9.573049927e+01,
+3.252347826e+08,-9.421661377e+01,
+3.252434783e+08,-9.460039520e+01,
+3.252521739e+08,-9.409870148e+01,
+3.252608696e+08,-9.472862244e+01,
+3.252695652e+08,-9.484136200e+01,
+3.252782609e+08,-9.513368988e+01,
+3.252869565e+08,-9.497108459e+01,
+3.252956522e+08,-9.475644684e+01,
+3.253043478e+08,-9.259173584e+01,
+3.253130435e+08,-9.273189545e+01,
+3.253217391e+08,-9.380045319e+01,
+3.253304348e+08,-9.592592621e+01,
+3.253391304e+08,-9.323880005e+01,
+3.253478261e+08,-9.594562531e+01,
+3.253565217e+08,-9.541468811e+01,
+3.253652174e+08,-9.093708038e+01,
+3.253739130e+08,-9.631207275e+01,
+3.253826087e+08,-9.584597015e+01,
+3.253913043e+08,-9.685623169e+01,
