#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
16:08:30 04.22.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),11.825332,AUTO
Start Frequency,+3.250000000e+08
Stop Frequency,+3.290000000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+8.000000000e-05
Gate Length,+8.400000000e-05
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.000000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.250000000e+08,-8.998203278e+01,
+3.250086957e+08,-9.661629486e+01,
+3.250173913e+08,-9.768972015e+01,
+3.250260870e+08,-9.712659454e+01,
+3.250347826e+08,-9.737025452e+01,
+3.250434783e+08,-9.825961304e+01,
+3.250521739e+08,-9.787448120e+01,
+3.250608696e+08,-9.762807465e+01,
+3.250695652e+08,-9.759269714e+01,
+3.250782609e+08,-9.662802887e+01,
+3.250869565e+08,-9.715628052e+01,
+3.250956522e+08,-9.804560852e+01,
+3.251043478e+08,-9.719814301e+01,
+3.251130435e+08,-9.742578125e+01,
+3.251217391e+08,-9.688062286e+01,
+3.251304348e+08,-9.768464661e+01,
+3.251391304e+08,-9.811101532e+01,
+3.251478261e+08,-9.681211853e+01,
+3.251565217e+08,-9.764808655e+01,
+3.251652174e+08,-9.793611908e+01,
+3.251739130e+08,-9.858437347e+01,
+3.251826087e+08,-9.580580902e+01,
+3.251913043e+08,-9.745731354e+01,
+3.252000000e+08,-9.731503296e+01,
+3.252086957e+08,-9.787275696e+01,
+3.252173913e+08,-9.791062164e+01,
+3.252260870e+08,-9.789382935e+01,
+3.252347826e+08,-9.682640839e+01,
+3.252434783e+08,-9.709928131e+01,
+3.252521739e+08,-9.690259552e+01,
+3.252608696e+08,-9.683225250e+01,
+3.252695652e+08,-9.669483185e+01,
+3.252782609e+08,-9.749887848e+01,
+3.252869565e+08,-9.727388763e+01,
+3.252956522e+08,-9.735807800e+01,
+3.253043478e+08,-9.702690887e+01,
+3.253130435e+08,-9.687031555e+01,
+3.253217391e+08,-9.707717896e+01,
+3.253304348e+08,-9.710277557e+01,
+3.253391304e+08,-9.732962799e+01,
+3.253478261e+08,-9.659860992e+01,
+3.253565217e+08,-9.739678192e+01,
+3.253652174e+08,-9.669585419e+01,
+3.253739130e+08,-9.620314026e+01,
+3.253826087e+08,-9.755139923e+01,
+3.253913043e+08,-9.743440247e+01,
