#517905Machine Module,N9343C,CN06050901
MCU Version,A.05.08
DSP Version,A.04.00.00 SA
FPGA Version,A.02.80
08:35:29 04.30.2019
GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),22.057938,AUTO
Start Frequency,+3.272750000e+08
Stop Frequency,+3.275250000e+08
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+01,MAN
VBW,+1.000000000e+00,MAN
Sweep Type,Single
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,-4.000000000e+01
Attenuation,0,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+7.600000000e-04
Gate Length,+2.800000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+1.040000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Max Hold,
Trace Detector,Pos Peak,
Trace Data
+3.272750000e+08,-9.999752808e+01,
+3.272755435e+08,-1.013016052e+02,
+3.272760870e+08,-9.992277527e+01,
+3.272766304e+08,-1.008747406e+02,
+3.272771739e+08,-1.003985748e+02,
+3.272777174e+08,-9.996321106e+01,
+3.272782609e+08,-9.967814636e+01,
+3.272788043e+08,-9.948590088e+01,
+3.272793478e+08,-9.942686462e+01,
+3.272798913e+08,-9.982398987e+01,
+3.272804348e+08,-9.514913940e+01,
+3.272809783e+08,-9.901495361e+01,
+3.272815217e+08,-9.936413574e+01,
+3.272820652e+08,-9.881909180e+01,
+3.272826087e+08,-1.002199097e+02,
+3.272831522e+08,-1.007933197e+02,
+3.272836957e+08,-1.006314697e+02,
+3.272842391e+08,-9.987118530e+01,
+3.272847826e+08,-1.003204346e+02,
+3.272853261e+08,-9.999934387e+01,
+3.272858696e+08,-9.907232666e+01,
+3.272864130e+08,-9.941670227e+01,
+3.272869565e+08,-1.000794678e+02,
+3.272875000e+08,-9.875247192e+01,
+3.272880435e+08,-1.008605347e+02,
+3.272885870e+08,-1.011741638e+02,
+3.272891304e+08,-1.012031250e+02,
+3.272896739e+08,-1.006024628e+02,
+3.272902174e+08,-1.018581543e+02,
+3.272907609e+08,-9.969178772e+01,
+3.272913043e+08,-1.004650116e+02,
+3.272918478e+08,-9.964425659e+01,
+3.272923913e+08,-9.791387939e+01,
+3.272929348e+08,-9.761654663e+01,
+3.272934783e+08,-9.970376587e+01,
+3.272940217e+08,-9.979666138e+01,
+3.272945652e+08,-9.923796082e+01,
+3.272951087e+08,-1.000282898e+02,
+3.272956522e+08,-9.958421326e+01,
+3.272961957e+08,-9.893678284e+01,
+3.272967391e+08,-9.927822876e+01,
+3.272972826e+08,-1.006334534e+02,
+3.272978261e+08,-9.995343018e+01,
+3.272983696e+08,-9.935089111e+01,
+3.272989130e+08,-9.805593872e+01,
+3.272994565e+08,-1.008027039e+02,
+3.273000000e+08,-9.883825684e+01,
+3.273005435e+08,-9.851333618e+01,
+3.273010870e+08,-1.010993652e+02,
+3.273016304e+08,-9.938508606e+01,
+3.273021739e+08,-1.018860168e+02,
+3.273027174e+08,-9.938572693e+01,
+3.273032609e+08,-9.965838623e+01,
+3.273038043e+08,-9.962210083e+01,
+3.273043478e+08,-9.968539429e+01,
+3.273048913e+08,-9.956011963e+01,
+3.273054348e+08,-9.851034546e+01,
+3.273059783e+08,-9.985331726e+01,
+3.273065217e+08,-9.943536377e+01,
+3.273070652e+08,-1.003822021e+02,
+3.273076087e+08,-1.000632935e+02,
+3.273081522e+08,-9.907997131e+01,
+3.273086957e+08,-1.013168182e+02,
+3.273092391e+08,-9.965744019e+01,
+3.273097826e+08,-1.003609467e+02,
+3.273103261e+08,-9.972540283e+01,
+3.273108696e+08,-1.003262329e+02,
+3.273114130e+08,-1.000951385e+02,
