+1.000000000e+06,-7.815652466e+01
+3.171739130e+06,-8.563697052e+01
+5.343478261e+06,-8.110638428e+01
+7.515217391e+06,-8.189088440e+01
+9.686956522e+06,-7.880033112e+01
+1.185869565e+07,-7.548888397e+01
+1.403043478e+07,-8.012434387e+01
+1.620217391e+07,-7.633898926e+01
+1.837391304e+07,-7.306044006e+01
+2.054565217e+07,-6.428859711e+01
+2.271739130e+07,-7.722933960e+01
+2.488913043e+07,-7.735237122e+01
+2.706086957e+07,-7.169905090e+01
+2.923260870e+07,-7.818783569e+01
+3.140434783e+07,-8.120005035e+01
+3.357608696e+07,-8.177203369e+01
+3.574782609e+07,-8.064073944e+01
+3.791956522e+07,-7.994601440e+01
+4.009130435e+07,-7.974362946e+01
+4.226304348e+07,-8.278336334e+01
+4.443478261e+07,-7.771308899e+01
+4.660652174e+07,-8.127906799e+01
+4.877826087e+07,-8.417700958e+01
+5.095000000e+07,-8.377984619e+01
+5.312173913e+07,-7.967591858e+01
+5.529347826e+07,-8.009133148e+01
+5.746521739e+07,-8.314797974e+01
+5.963695652e+07,-8.045088196e+01
+6.180869565e+07,-8.611144257e+01
+6.398043478e+07,-8.750189972e+01
+6.615217391e+07,-9.345189667e+01
+6.832391304e+07,-9.583570862e+01
+7.049565217e+07,-9.777748108e+01
+7.266739130e+07,-8.759881592e+01
+7.483913043e+07,-9.310656738e+01
+7.701086957e+07,-9.331358337e+01
+7.918260870e+07,-9.705316925e+01
+8.135434783e+07,-9.370869446e+01
+8.352608696e+07,-8.601542664e+01
+8.569782609e+07,-9.082402802e+01
+8.786956522e+07,-8.728822327e+01
+9.004130435e+07,-9.305212402e+01
+9.221304348e+07,-6.686664581e+01
+9.438478261e+07,-7.099786377e+01
+9.655652174e+07,-7.311024475e+01
+9.872826087e+07,-8.375376892e+01
+1.009000000e+08,-9.222441101e+01
+1.030717391e+08,-9.276480103e+01
+1.052434783e+08,-1.004304657e+02
+1.074152174e+08,-9.392616272e+01
+1.095869565e+08,-9.492984772e+01
+1.117586957e+08,-9.678993225e+01
+1.139304348e+08,-9.863607025e+01
+1.161021739e+08,-1.041632385e+02
+1.182739130e+08,-1.032549515e+02
+1.204456522e+08,-9.169926453e+01
