+3.250000000e+08,-9.338964844e+01
+3.250086957e+08,-9.736688995e+01
+3.250173913e+08,-9.789770508e+01
+3.250260870e+08,-9.807588196e+01
+3.250347826e+08,-9.780776978e+01
+3.250434783e+08,-9.740884399e+01
+3.250521739e+08,-9.652604675e+01
+3.250608696e+08,-9.709438324e+01
+3.250695652e+08,-9.730667114e+01
+3.250782609e+08,-9.744115448e+01
+3.250869565e+08,-9.764560699e+01
+3.250956522e+08,-9.750323486e+01
+3.251043478e+08,-9.805888367e+01
+3.251130435e+08,-9.857762909e+01
+3.251217391e+08,-9.705074310e+01
+3.251304348e+08,-9.672891235e+01
+3.251391304e+08,-9.704847717e+01
+3.251478261e+08,-9.881980896e+01
+3.251565217e+08,-9.808713531e+01
+3.251652174e+08,-9.715337372e+01
+3.251739130e+08,-9.760785675e+01
+3.251826087e+08,-9.680992889e+01
+3.251913043e+08,-9.795057678e+01
+3.252000000e+08,-9.749340057e+01
+3.252086957e+08,-9.706082916e+01
+3.252173913e+08,-9.682065582e+01
+3.252260870e+08,-9.778040314e+01
+3.252347826e+08,-9.845994568e+01
+3.252434783e+08,-9.755522919e+01
+3.252521739e+08,-9.812535858e+01
+3.252608696e+08,-9.712576294e+01
+3.252695652e+08,-9.794078827e+01
+3.252782609e+08,-9.791194153e+01
+3.252869565e+08,-9.706976318e+01
+3.252956522e+08,-9.737567902e+01
+3.253043478e+08,-9.707382965e+01
+3.253130435e+08,-9.724968719e+01
+3.253217391e+08,-9.682852173e+01
+3.253304348e+08,-9.732053375e+01
+3.253391304e+08,-9.599555969e+01
+3.253478261e+08,-9.800053406e+01
+3.253565217e+08,-9.789813995e+01
+3.253652174e+08,-9.599707794e+01
+3.253739130e+08,-9.784055328e+01
+3.253826087e+08,-9.782312775e+01
+3.253913043e+08,-9.758110809e+01
+3.254000000e+08,-9.646785736e+01
+3.254086957e+08,-9.710784149e+01
+3.254173913e+08,-9.806995392e+01
+3.254260870e+08,-9.695463562e+01
+3.254347826e+08,-9.760931396e+01
+3.254434783e+08,-9.767452240e+01
+3.254521739e+08,-9.790869141e+01
+3.254608696e+08,-9.755475616e+01
+3.254695652e+08,-9.798660278e+01
+3.254782609e+08,-9.764787292e+01
+3.254869565e+08,-9.784683228e+01
+3.254956522e+08,-9.776695251e+01
+3.255043478e+08,-9.773619080e+01
+3.255130435e+08,-9.715658569e+01
+3.255217391e+08,-9.406305695e+01
+3.255304348e+08,-9.813320923e+01
+3.255391304e+08,-9.694088745e+01
+3.255478261e+08,-9.762128448e+01
+3.255565217e+08,-9.703720856e+01
+3.255652174e+08,-9.839075470e+01
+3.255739130e+08,-9.743718719e+01
+3.255826087e+08,-9.818947601e+01
+3.255913043e+08,-9.838791656e+01
+3.256000000e+08,-9.830663300e+01
+3.256086957e+08,-9.809461975e+01
+3.256173913e+08,-9.767481995e+01
+3.256260870e+08,-9.702909851e+01
+3.256347826e+08,-9.744058990e+01
+3.256434783e+08,-9.308716583e+01
+3.256521739e+08,-9.610910797e+01
+3.256608696e+08,-9.770063782e+01
+3.256695652e+08,-9.769579315e+01
+3.256782609e+08,-9.700045776e+01
+3.256869565e+08,-9.805608368e+01
+3.256956522e+08,-9.749230194e+01
+3.257043478e+08,-9.873964691e+01
+3.257130435e+08,-9.835142517e+01
+3.257217391e+08,-9.810996246e+01
+3.257304348e+08,-9.836394501e+01
+3.257391304e+08,-9.900322723e+01
+3.257478261e+08,-9.789415741e+01
+3.257565217e+08,-9.783545685e+01
+3.257652174e+08,-9.714376068e+01
+3.257739130e+08,-9.814560699e+01
+3.257826087e+08,-9.810767365e+01
+3.257913043e+08,-9.731896210e+01
+3.258000000e+08,-9.554998016e+01
+3.258086957e+08,-9.893941498e+01
+3.258173913e+08,-9.827981567e+01
+3.258260870e+08,-9.864640045e+01
+3.258347826e+08,-9.897287750e+01
+3.258434783e+08,-9.892606354e+01
+3.258521739e+08,-9.876261902e+01
+3.258608696e+08,-9.849018860e+01
+3.258695652e+08,-9.709048462e+01
+3.258782609e+08,-9.895217133e+01
+3.258869565e+08,-9.824145508e+01
+3.258956522e+08,-9.834950256e+01
+3.259043478e+08,-9.921336365e+01
+3.259130435e+08,-9.907103729e+01
+3.259217391e+08,-9.828438568e+01
+3.259304348e+08,-9.786449432e+01
+3.259391304e+08,-9.879338837e+01
+3.259478261e+08,-9.540033722e+01
+3.259565217e+08,-9.879903412e+01
+3.259652174e+08,-9.861029816e+01
+3.259739130e+08,-9.885945129e+01
+3.259826087e+08,-9.856565094e+01
+3.259913043e+08,-9.883052063e+01
+3.260000000e+08,-9.881916046e+01
+3.260086957e+08,-9.867369843e+01
+3.260173913e+08,-9.878044891e+01
+3.260260870e+08,-9.880450439e+01
+3.260347826e+08,-9.919891357e+01
+3.260434783e+08,-9.818743134e+01
+3.260521739e+08,-9.888511658e+01
+3.260608696e+08,-9.933283234e+01
+3.260695652e+08,-9.890397644e+01
+3.260782609e+08,-9.856960297e+01
+3.260869565e+08,-9.873571014e+01
+3.260956522e+08,-9.829126740e+01
+3.261043478e+08,-9.795275116e+01
+3.261130435e+08,-9.829514313e+01
+3.261217391e+08,-9.872904205e+01
+3.261304348e+08,-9.881557465e+01
+3.261391304e+08,-9.874436188e+01
+3.261478261e+08,-9.920436859e+01
